Years,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nutrition assistance (SNAP) average monthly recipients  (People),2878000,4340000,9368000,11109000,12166000,12862000,17064000,18549000,17077000,16001000,17653000,21082000,22430000,21717000,21625000,20854000,19899000,19429000,19113000,18645000,18806463,20048978,22624627,25406985,26986775,27473696,26618773,25542531,22858137,19790985,18182538,17194334,17318458,19095637,21249626,23810742,25628456,26548833,26316045,28222630,33489975,40301878,44708726,46609000,47636000,46663872,45766671.67,44219362.83,42316550.25,40775728.17,35702472.17,39874603,41555456,41212325
